Ticker,Summary,Label,Confidence,URL
BTC,"CoinDesk DeFi Index leads crypto rally with 5.5% gain. LDO, ARB, AAVE, MKR among top gainers",POSITIVE,0.9606256484985352,https://finance.yahoo.com/news/bitcoin-tops-27k-rates-oil-191951661.html
BTC,The U.S. dollar index reached a 10-month high on Thursday. Ether also made up some ground after hitting a seven-day high on Wednesday,POSITIVE,0.9810195565223694,https://finance.yahoo.com/news/bitcoin-ether-edge-wall-street-021354224.html
BTC,Bitcoin-Ether implied volatility spread has been negative for 20 days,NEGATIVE,0.9996230602264404,https://finance.yahoo.com/news/bitcoins-implied-volatility-gauge-tops-081331922.html
BTC,Largest crypto by market capitalization is up 3.2% in September. Ethereum to go live next week as futures-based ETF planned,NEGATIVE,0.9403278231620789,https://finance.yahoo.com/news/bitcoin-slips-below-27k-might-192730902.html
BTC,"ordinary shares and warrants will begin trading on Nasdaq under the ticker symbols ""BTCT"" and ""BTCTW"".",NEGATIVE,0.9920476078987122,https://finance.yahoo.com/news/btc-digital-ltd-change-ticker-123000472.html
BTC,All images are copyrighted.,NEGATIVE,0.9880996346473694,https://www.google.com/search?q%3Dyahoo%2Bfinance%2BBTC%26sca_esv%3D569660528%26tbm%3Dnws%26pccc%3D1
BTC,"Revenues were lower due to weakness in cryptocurrency markets. Average dollar value of BTC mined in 2023 was $23,740.44",NEGATIVE,0.998678982257843,https://finance.yahoo.com/news/integrated-ventures-reports-3-862-140000828.html
BTC,We are aware of the issue and are working to resolve it.,POSITIVE,0.9979088306427002,https://finance.yahoo.com/video/bitcoin-nio-rite-aid-top-172706782.html
BTC,"New crypto presale offers no-fuss, no-rigs, low-cost stake-to-mine token.",NEGATIVE,0.9977009892463684,https://finance.yahoo.com/news/bitcoin-price-struggles-near-26-180400615.html
BTC,Regulator delays decision on ARK 21Shares Bitcoin ETF application.,NEGATIVE,0.9968666434288025,https://uk.finance.yahoo.com/news/bitcoin-price-spot-bitcoin-etf-blackrock-fideility-ark-invest-100608842.html
